T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG,Year,Month,Day
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,11,24
17.5,26,11,-,41,0,2.4,8,16.5,-,-,-,-,-,2014,11,25
17.9,27,10,-,44,0,2.1,7.4,22.2,-,-,-,-,-,2014,11,26
21.6,28,11,-,37,0,2.1,5.6,9.4,-,-,-,-,-,2014,11,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,11,28
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,11,29
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,11,30
19.3,29,12,-,41,0,2.9,11.3,22.2,37,-,-,-,-,2014,12,1
19.4,27,12,-,45,0,2.7,10.6,22.2,33.5,-,-,-,-,2014,12,2
18.6,27,12,-,53,0,2.4,9.8,20.6,33.5,-,-,-,-,2014,12,3
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,12,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,12,5
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,12,6
17.5,27,10,-,44,0,2.7,6.5,18.3,-,-,-,-,-,2014,12,7
17,26,10,-,47,0,2.3,4.3,14.8,-,-,-,-,-,2014,12,8
17.3,27,10,-,53,0,1.6,3.5,9.4,-,-,-,-,1,2014,12,9
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2014,12,10
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,12,11
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,12,12
16,20,13,-,72,0,1.6,16.5,25.9,33.5,-,-,-,-,2014,12,13
13.9,15,12,-,95,-,1.8,10.9,18.3,-,o,-,o,-,2014,12,14
13.8,18,10,-,84,0,1.9,7.8,14.8,-,-,-,-,1,2014,12,15
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2014,12,16
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2014,12,17
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2014,12,18
10.3,14,8,-,97,0,0.5,3.9,14.8,-,-,-,-,1,2014,12,19
10.2,16,7,-,89,0,1.3,10.9,16.5,-,-,-,-,1,2014,12,20
9.4,16,6,-,90,0,0.6,4.1,11.1,-,-,-,-,1,2014,12,21
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2014,12,22
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2014,12,23
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2014,12,24
8.1,13,6,-,92,0,0.6,10,14.8,-,-,-,-,1,2014,12,25
9.6,16,6,-,95,0,0.8,9.1,18.3,-,-,-,-,1,2014,12,26
9.9,18,4,-,79,0,0.8,3.3,13,-,-,-,-,1,2014,12,27
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2014,12,28
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2014,12,29
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2014,12,30
14.7,21,10,-,76,-,0.6,3,11.1,-,o,-,-,1,2015,01,1
14.4,15,13,-,91,-,1.4,6.1,16.5,-,o,-,-,1,2015,01,2
14,17,11,-,91,0,0.6,4.8,13,-,-,-,-,1,2015,01,3
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,01,4
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,01,5
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,01,6
9.1,12,6,-,91,0,0.5,6.7,13,-,-,-,-,1,2015,01,7
8.4,10,7,-,95,0,0.5,5.7,11.1,-,-,-,-,1,2015,01,8
9.7,15,7,-,89,0,0.8,5.9,11.1,-,-,-,-,1,2015,01,9
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,01,10
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,01,11
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,01,12
11.7,17,6,-,83,0,0.8,10.9,18.3,-,-,-,-,1,2015,01,13
11.3,15,6,-,89,-,0.8,9.4,20.6,-,o,-,-,1,2015,01,14
10.7,18,5,-,84,0,0.5,4.3,11.1,-,-,-,-,1,2015,01,15
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,01,16
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,01,17
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,01,18
12.9,19,9,-,81,0,0.8,7.6,13,-,-,-,-,1,2015,01,19
13.5,17,11,-,85,0,1.1,11.3,16.5,-,-,-,-,1,2015,01,20
13.3,17,10,-,84,-,1.3,11.7,18.3,-,o,-,-,-,2015,01,21
-,-,-,-,-,-,-,-,-,-,o,-,-,1,2015,01,22
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,01,23
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,01,24
11.9,17,9,-,88,-,1,7.6,14.8,-,o,-,-,1,2015,01,25
13.1,15,11,-,88,-,0.8,4.1,13,-,o,-,-,1,2015,01,26
11.8,17,8,-,84,0,0.8,10.7,16.5,-,-,-,-,1,2015,01,27
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,01,28
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,01,29
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,01,30
13,20,6,-,70,0,1.9,7.2,20.6,27.8,-,-,-,-,2015,01,31
15.7,22,9,-,68,0,1.6,9.8,14.8,-,-,-,-,-,2015,02,1
17.3,23,12,-,70,-,1.8,15.6,24.1,37,o,-,-,-,2015,02,2
15.6,22,10,-,82,0,1.4,13.5,22.2,-,-,-,-,1,2015,02,3
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,02,4
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,02,5
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,02,6
17.1,24,10,-,58,0,1.9,3.7,11.1,-,-,-,-,-,2015,02,7
17.4,23,11,-,53,0,2.3,8.9,61.1,-,-,-,-,-,2015,02,8
16.8,24,10,-,62,0,2.1,10,18.3,-,-,-,-,1,2015,02,9
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,02,10
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,02,11
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,02,12
17.3,25,9,-,55,0,2.6,8,22.2,-,-,-,-,1,2015,02,13
20.5,27,12,-,52,0,2.6,8.1,18.3,-,-,-,-,1,2015,02,14
19.4,27,12,-,60,0,1.4,7,16.5,-,-,-,-,1,2015,02,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,02,16
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,02,17
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,02,18
24.1,29,20,-,66,0,1.9,15.9,22.2,-,-,-,o,1,2015,02,19
22.8,29,18,-,63,0,1.9,10.2,20.6,-,-,-,-,-,2015,02,20
21.3,27,16,-,59,0,2.3,13,22.2,-,-,-,-,-,2015,02,21
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,02,22
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,02,23
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,02,24
22.7,28,16,-,58,0,2.1,10.4,14.8,-,-,-,-,-,2015,02,25
19.6,27,14,-,36,0,2.7,9.4,18.3,-,-,-,-,-,2015,02,26
19.7,27,12,-,38,0,2.9,9.1,16.5,-,-,-,-,-,2015,02,27
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2015,02,28
16.9,19,15,-,94,-,2.3,17.6,27.8,42.4,o,-,o,-,2015,03,1
17,22,14,-,84,-,2.3,9.1,24.1,33.5,o,-,o,-,2015,03,2
16.4,21,12,-,77,0,1.9,8.7,16.5,-,-,-,-,1,2015,03,3
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,03,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,03,5
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,03,6
18.3,26,14,-,73,0,2.4,7,20.6,29.4,-,-,o,-,2015,03,7
19.2,24,15,-,70,-,3.1,12.8,20.6,37,o,-,o,-,2015,03,8
17.3,23,10,-,51,0,3.2,14.1,18.3,-,-,-,-,1,2015,03,9
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,03,10
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,03,11
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,03,12
22.4,28,15,-,48,0,1.6,6.3,11.1,-,-,-,-,-,2015,03,13
21.2,27,17,-,63,-,2.9,9.4,18.3,-,o,-,o,-,2015,03,14
17,20,15,-,77,-,3.1,12,18.3,-,o,-,o,-,2015,03,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,03,16
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,03,17
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,03,18
21.2,29,15,-,55,0,2.9,6.9,20.6,-,-,-,-,-,2015,03,19
22.8,30,15,-,51,0,2.7,7.4,18.3,-,-,-,-,-,2015,03,20
24.9,31,17,-,51,0,2.9,11.1,16.5,-,-,-,-,1,2015,03,21
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,03,22
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,03,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,03,24
28,34,21,-,48,0,2.3,5.7,14.8,-,-,-,-,-,2015,03,25
28.8,36,20,-,43,-,2.6,9.4,25.9,44.6,o,-,o,-,2015,03,26
28.7,35,21,-,39,0,3.5,9.3,18.3,-,-,-,-,-,2015,03,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,03,28
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2015,03,29
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,03,30
25.2,31,20,-,61,0,2.7,7.6,14.8,-,-,-,-,-,2015,03,31
27.5,33,20,-,48,0,2.9,8.3,14.8,-,-,-,-,-,2015,04,1
27.3,34,20,-,46,-,3.4,12.6,22.2,35.2,o,-,o,-,2015,04,2
24.2,29,18,-,71,-,4,10.6,18.3,33.5,o,-,o,-,2015,04,3
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2015,04,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,04,5
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,04,6
23.3,29,20,-,62,0,3.1,9.3,18.3,35.2,-,-,-,-,2015,04,7
27.1,33,20,-,41,0,3.2,9.4,14.8,-,-,-,-,-,2015,04,8
26,32,19,-,44,0,3.2,9.6,18.3,35.2,-,-,-,-,2015,04,9
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,04,10
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2015,04,11
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2015,04,12
25.2,30,19,-,59,0,3.2,10.7,22.2,37,-,-,-,-,2015,04,13
26.7,32,22,-,53,0,2.9,8,18.3,-,-,-,-,-,2015,04,14
27.9,34,22,-,52,0,2.7,8.3,16.5,33.5,-,-,-,-,2015,04,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,04,16
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,04,17
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,04,18
33.3,41,22,-,29,0,2.4,6.3,13,-,-,-,-,-,2015,04,19
33.3,39,26,-,32,0,2.4,11.1,18.3,-,-,-,-,-,2015,04,20
31.6,39,24,-,28,0,2.9,9.6,18.3,33.5,-,-,-,-,2015,04,21
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,04,22
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,04,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,04,24
30.9,36,25,-,34,0,2.1,16.9,24.1,40.7,-,-,-,-,2015,04,25
28.9,33,24,-,43,0,2.7,16.7,27.8,37,-,-,-,-,2015,04,26
31.1,37,25,-,41,0,2.7,17.2,25.9,44.6,-,-,o,-,2015,04,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,04,28
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,04,29
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,04,30
31.5,39,24,-,36,-,3.5,9.8,20.6,33.5,o,-,o,-,2015,05,1
31.3,39,24,-,30,0,3.2,6.1,16.5,-,-,-,-,-,2015,05,2
31.6,41,23,-,26,0,2.4,5.7,14.8,-,-,-,-,-,2015,05,3
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,05,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,05,5
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,05,6
35.3,43,27,-,16,0,2.9,12.2,18.3,37,-,-,-,-,2015,05,7
34.7,43,27,-,19,0,2.4,8.7,22.2,37,-,-,-,-,2015,05,8
35.9,42,27,-,19,0,2.6,7.4,14.8,-,-,-,-,-,2015,05,9
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,05,10
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2015,05,11
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,05,12
26.9,34,23,-,60,-,2.9,10.2,18.3,37,o,-,o,-,2015,05,13
31,37,24,-,43,0,2.9,5.7,14.8,-,-,-,-,-,2015,05,14
29,37,23,-,49,0,2.6,7.8,18.3,33.5,-,-,o,-,2015,05,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,05,16
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,05,17
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,05,18
31.6,42,23,-,40,-,2.7,12.4,37,55.4,o,-,o,-,2015,05,19
33.4,43,22,-,31,0,2.6,12.2,22.2,-,-,-,-,-,2015,05,20
36.1,45,28,-,24,0,2.9,10,20.6,33.5,-,-,-,-,2015,05,21
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,05,22
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,05,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,05,24
38.8,45,31,-,14,0,2.6,11.9,22.2,37,-,-,-,-,2015,05,25
37.9,46,28,-,14,0,3.1,12.2,22.2,38.9,-,-,-,-,2015,05,26
36.2,44,27,-,13,0,2.7,9.6,22.2,-,-,-,-,-,2015,05,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,05,28
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,05,29
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,05,30
35.5,41,28,-,22,0,2.6,15.4,27.8,46.5,-,-,-,-,2015,05,31
30.7,36,27,-,32,-,2.7,13.9,22.2,40.7,o,-,o,-,2015,06,1
31.7,41,26,-,33,-,2.9,10.4,18.3,33.5,o,-,o,-,2015,06,2
28.1,33,24,-,51,-,2.9,12.4,27.8,46.5,o,-,o,-,2015,06,3
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,06,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,06,5
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,06,6
36.7,43,30,-,28,0,3.4,7.6,16.5,37,-,-,-,-,2015,06,7
38.1,44,30,-,22,0,3.5,7.6,18.3,27.8,-,-,-,-,2015,06,8
37.1,43,32,-,26,0,3.1,16.3,31.7,40.7,-,-,-,-,2015,06,9
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,06,10
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,06,11
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,06,12
30.2,39,24,-,52,-,2.6,14.1,22.2,57.6,o,-,o,-,2015,06,13
27.3,33,22,-,72,-,2.4,7.4,14.8,-,o,-,-,-,2015,06,14
31.6,37,27,-,57,0,2.4,5.9,16.5,-,-,-,-,-,2015,06,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,06,16
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,06,17
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,06,18
36.7,42,32,-,43,0,3.2,12.6,20.6,-,-,-,-,-,2015,06,19
33.3,38,29,-,48,0,3.4,15.4,22.2,50,-,-,-,-,2015,06,20
30.1,35,25,-,67,-,3.4,13.3,37,55.4,o,-,-,-,2015,06,21
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,06,22
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2015,06,23
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2015,06,24
26.7,30,23,-,83,-,2.1,8.9,16.5,-,o,-,-,-,2015,06,25
31.2,39,26,-,58,0,2.6,13.1,20.6,40.7,-,-,-,-,2015,06,26
32.4,38,28,-,54,0,3.1,13.1,24.1,33.5,-,-,-,-,2015,06,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,06,28
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2015,06,29
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,06,30
31.4,37,27,-,56,0,3.2,8.7,22.2,-,-,-,-,-,2015,07,1
33.6,39,28,-,47,0,3.4,10.6,20.6,-,-,-,o,-,2015,07,2
32.1,41,27,-,54,0,3.4,13.9,33.5,51.9,-,-,-,-,2015,07,3
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,07,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,07,5
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2015,07,6
28,33,25,-,83,-,1.6,6.9,14.8,-,o,-,-,1,2015,07,7
30.7,35,27,-,70,-,2.4,8,16.5,-,o,-,-,-,2015,07,8
28.8,33,26,-,82,-,1.8,7.2,14.8,-,o,-,-,-,2015,07,9
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2015,07,10
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2015,07,11
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2015,07,12
29.7,33,25,-,73,0,3.5,7,11.1,-,-,-,-,-,2015,07,13
30.6,36,28,-,73,0,3.7,10.9,18.3,37,-,-,-,-,2015,07,14
32.8,37,29,-,60,0,4.2,14.8,24.1,42.4,-,-,-,-,2015,07,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,07,16
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2015,07,17
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,07,18
29.2,33,26,-,76,-,2.9,4.6,14.8,-,o,-,o,-,2015,07,19
28.6,32,25,-,81,-,2.6,8.3,16.5,-,o,-,o,-,2015,07,20
30.8,35,27,-,76,0,3.4,10.2,14.8,-,-,-,-,-,2015,07,21
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,07,22
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,07,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,07,24
31.2,35,28,-,73,-,2.4,13.1,20.6,-,o,-,o,-,2015,07,25
29.6,32,26,-,75,0,2.9,18,22.2,40.7,-,-,-,-,2015,07,26
29.2,33,26,-,74,-,3.5,15,22.2,-,o,-,-,-,2015,07,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,07,28
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,07,29
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2015,07,30
28.8,31,26,-,75,0,2.4,8.9,14.8,-,-,-,-,-,2015,07,31
27.7,31,25,-,81,-,2.7,5.9,14.8,-,o,-,o,-,2015,08,1
28.8,33,26,-,78,0,3.1,5.9,20.6,-,-,-,-,-,2015,08,2
30.2,35,26,-,71,0,3.5,10.2,14.8,-,-,-,o,-,2015,08,3
-,-,-,-,-,-,-,-,-,-,-,-,o,-,2015,08,4
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2015,08,5
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2015,08,6
29,34,26,-,83,0,2.1,7.2,16.5,-,-,-,-,-,2015,08,7
29.3,32,27,-,83,0,1.3,7.6,14.8,-,-,-,-,-,2015,08,8
27.1,29,26,-,93,-,1,7.8,13,-,o,-,o,-,2015,08,9
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2015,08,10
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2015,08,11
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,08,12
31.6,35,28,-,71,0,3.2,5.6,13,-,-,-,-,-,2015,08,13
30.2,33,28,-,81,0,3.1,6.7,11.1,-,-,-,-,-,2015,08,14
27.8,31,26,-,91,-,2.6,6.3,14.8,-,o,-,o,-,2015,08,15
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2015,08,16
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2015,08,17
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2015,08,18
30.4,35,26,-,72,0,3.5,13.1,22.2,33.5,-,-,-,-,2015,08,19
30.1,34,27,-,70,0,3.7,14.3,22.2,33.5,-,-,-,-,2015,08,20
29.6,33,27,-,74,0,3.4,10.9,18.3,-,-,-,-,-,2015,08,21
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,08,22
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,08,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,08,24
31.4,36,26,-,65,0,3.5,13.7,22.2,35.2,-,-,-,-,2015,08,25
31.4,35,27,-,66,0,4,10.9,22.2,-,-,-,-,-,2015,08,26
31.9,36,27,-,63,0,3.2,9.4,14.8,-,-,-,-,-,2015,08,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,08,28
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,08,29
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,08,30
31,35,27,-,61,0,4,12.8,18.3,33.5,-,-,-,-,2015,08,31
31.3,35,27,-,56,0,3.5,13.3,22.2,33.5,-,-,-,-,2015,09,1
30.4,34,27,-,57,0,3.2,12.8,24.1,-,-,-,-,-,2015,09,2
30.7,34,26,-,56,0,3.1,8,22.2,-,-,-,-,-,2015,09,3
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,09,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,09,5
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,09,6
31.2,36,25,-,48,0,4,9.3,22.2,33.5,-,-,-,-,2015,09,7
30.6,36,25,-,56,0,3.7,12.2,20.6,37,-,-,-,-,2015,09,8
30.9,36,24,-,53,0,3.5,13.5,63,-,-,-,-,-,2015,09,9
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,09,10
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,09,11
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,09,12
31.9,37,26,-,56,0,2.9,5.7,11.1,-,-,-,-,-,2015,09,13
32.2,37,27,-,53,0,2.4,7,20.6,-,-,-,-,-,2015,09,14
32.4,37,27,-,58,0,2.7,6.7,11.1,-,-,-,-,-,2015,09,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,09,16
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,09,17
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2015,09,18
29.9,35,26,-,79,-,2.1,8.5,14.8,-,o,-,o,-,2015,09,19
29.9,36,26,-,69,0,3.1,10.7,16.5,37,-,-,-,-,2015,09,20
29.6,35,26,-,69,0,3.4,9.1,16.5,-,-,-,-,-,2015,09,21
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2015,09,22
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,09,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,09,24
28.7,35,23,-,51,0,4.2,8.3,20.6,-,-,-,-,-,2015,09,25
29.4,35,25,-,54,0,3.5,8.5,18.3,-,-,-,-,-,2015,09,26
29.3,34,25,-,58,0,3.5,8.5,16.5,-,-,-,-,-,2015,09,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,09,28
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,09,29
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,09,30
27.8,35,21,-,53,0,4.2,6.3,14.8,-,-,-,-,-,2015,10,1
28.1,35,21,-,50,0,3.5,7,14.8,-,-,-,-,-,2015,10,2
29.1,36,21,-,52,0,3.7,6.3,16.5,-,-,-,-,-,2015,10,3
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,10,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,10,5
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,10,6
29,34,22,-,58,0,2.6,9.1,22.2,33.5,-,-,-,-,2015,10,7
29.5,35,23,-,48,0,3.4,7.2,18.3,-,-,-,-,-,2015,10,8
29.1,35,22,-,45,0,3.4,6.5,22.2,-,-,-,-,-,2015,10,9
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,10,10
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,10,11
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,10,12
29.3,35,24,-,63,0,2.9,8.9,14.8,-,-,-,-,-,2015,10,13
27.4,34,21,-,63,-,2.9,7.4,20.6,-,o,-,o,-,2015,10,14
28.1,34,22,-,57,0,2.9,5.9,13,-,-,-,-,-,2015,10,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,10,16
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,10,17
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,10,18
29.4,36,23,-,51,0,2.1,6.1,13,-,-,-,-,-,2015,10,19
30.3,36,24,-,45,0,2.4,6.3,14.8,-,-,-,-,-,2015,10,20
27.1,33,20,-,47,0,2.1,7.4,13,-,-,-,-,-,2015,10,21
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,10,22
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,10,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,10,24
27,33,20,-,41,0,2.6,13.3,18.3,-,-,-,-,-,2015,10,25
25.4,31,21,-,47,0,3.2,8.9,22.2,33.5,-,-,-,-,2015,10,26
24.9,31,19,-,50,0,2.7,5.6,13,-,-,-,-,-,2015,10,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,10,28
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,10,29
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,10,30
23.1,29,17,-,59,0,1,2.8,11.1,-,-,-,-,1,2015,10,31
24.4,30,19,-,52,0,1.6,3.1,11.1,-,-,-,-,-,2015,11,1
24.9,31,18,-,54,0,1.8,3,7.6,-,-,-,-,1,2015,11,2
24.9,30,19,-,51,0,1.3,3.3,9.4,-,-,-,-,-,2015,11,3
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,11,4
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2015,11,5
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,11,6
21.9,27,16,-,69,0,0.6,5.6,11.1,-,-,-,-,1,2015,11,7
22.7,28,19,-,59,0,1.4,8.1,14.8,-,-,-,-,-,2015,11,8
24.4,29,19,-,52,0,1.6,7.2,11.1,-,-,-,-,-,2015,11,9
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,11,10
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,11,11
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2015,11,12
22.9,29,17,-,56,0,1,8,18.3,-,-,-,-,1,2015,11,13
22.9,29,17,-,57,0,1.4,6.9,14.8,-,-,-,-,-,2015,11,14
24,32,17,-,46,0,1.6,2.4,11.1,-,-,-,-,-,2015,11,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,11,16
